Entry	Gene names
Q9BY42	RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169
P61964	WDR5 BIG3
V9GYQ5	WDR5
V9GZ59	WDR5
D6RA04	YIPF3
D6RAY4	YIPF3
D6RBQ1	YIPF3
D6RFI3	YIPF3
D6RGY8	YIPF3
E7EQR8	YIPF3
H0Y9A1	YIPF3
Q9GZM5	YIPF3 C6orf109 KLIP1
A0A0U1RR69	HSP90AA1
G3V2J8	HSP90AA1
G3V592	HSP90AA1
H0YJF5	HSP90AA1
P07900	HSP90AA1 HSP90A HSPC1 HSPCA
Q2VPJ6	HSP90AA1
Q8TBA7	HSP90AA1
Q96HX7	HSP90AA1
Q5TBG5	PSMB7
Q6IBT1	PSMB7
Q99436	PSMB7 Z
F5GY56	PRPF19
F5H2I0	PRPF19
H0YGF3	PRPF19
H0YGZ5	PRPF19
Q9UMS4	PRPF19 NMP200 PRP19 SNEV
A0A0D9SEI8	YBX3
P16989	YBX3 CSDA DBPA
E9PQH5	CKAP5
H0YCF6	CKAP5
H0YDX5	CKAP5
H0YEK7	CKAP5
Q14008	CKAP5 KIAA0097
Q8IYN5	CKAP5
A0PJC9	TPR
P12270	TPR
Q504U6	TPR
Q58F23	TPR
Q5SWX9	TPR
Q9UE33	TPR
C9JZ81	XRCC5
H7C0H9	XRCC5
P13010	XRCC5 G22P2
Q53T09	XRCC5
Q53TC2	XRCC5
F6VJE8	UTP18
J3KSR7	UTP18
J3QLD6	UTP18
J3QR85	UTP18
J3QRG0	UTP18
Q9Y5J1	UTP18 WDR50 CDABP0061 CGI-48
A0A024R868	ANGPTL2 hCG_28277
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196
A0A024QYT6	AP1S1 hCG_17348
A0A2R8Y7S3	AP1S1
A0A2R8YGH5	AP1S1
H7C1E4	AP1S1
P61966	AP1S1 AP19 CLAPS1
J3KS65	KPNA2
J3QL07	KPNA2
J3QLL0	KPNA2
P52292	KPNA2 RCH1 SRP1
Q7Z726	KPNA2
J3KPS0	DNAJB12 hCG_2024622
Q9NXW2	DNAJB12
V9GY70	DNAJB12
V9GYN7	DNAJB12
F2Z3I8	ARMT1
F5GZY1	ARMT1
Q9H993	ARMT1 C6orf211
B5BU61	HDAC1
B5MGH2	HDAC1
Q13547	HDAC1 RPD3L1
Q5TEE2	HDAC1
Q6IT96	HDAC1 hCG_41610
A0A024R5S9	NEDD4 hCG_40054
A0A3B3IUC1	NEDD4
H0Y8H4	NEDD4
H0Y8X6	NEDD4
H0Y9L1	NEDD4
H0YA37	NEDD4
P46934	NEDD4 KIAA0093 NEDD4-1 PIG53
A0A024RBI5	CORO1C hCG_15695
B4E3S0	CORO1C
F8VRE9	CORO1C
F8VSA4	CORO1C
F8VTT6	CORO1C
F8VUX3	CORO1C
F8VV53	CORO1C
F8VVB7	CORO1C
F8W1H8	CORO1C
H0YHL7	CORO1C
Q9ULV4	CORO1C CRN2 CRNN4
A0A096LPE0	RPL13A
M0QYS1	RPL13A
M0QZU1	RPL13A
P40429	RPL13A
Q0VGL3	RPL13A
Q8J015	RPL13A RPL13a hCG_1998057
Q9BSQ6	RPL13A
P51970	NDUFA8
A0A140CZL4	MTAP-ANRIL fusion MTAP
A0A2R8Y4K0	MTAP
A0A384ME80	MTAP
B4DUC8	MTAP
F8WES2	MTAP
J3KRN1	MTAP
J3QSB7	MTAP
L8E7D7	MTAP
Q05DJ2	MTAP
Q13126	MTAP MSAP
Q60F91	mtap
Q6FHP1	MTAP
Q6FHT1	MTAP HEL-249
Q9NRK7	MTAP
F8VRK0	TUBA1B
F8VU66	TUBA1B
F8VVB9	TUBA1B
F8VWV9	TUBA1B
F8VX09	TUBA1B
P68363	TUBA1B
G1UI19	KPNA6
L8E7Z7	KPNA6
O60684	KPNA6 IPOA7
Q5TFJ7	KPNA6
S4R3E5	KPNA6
B5BTZ7	PPP2R5E
Q16537	PPP2R5E
Q562F2	PPP2R5E
Q58EX4	PPP2R5E
Q86XZ2	PPP2R5E
D6RBG6	FAF2
Q96CS3	FAF2 ETEA KIAA0887 UBXD8 UBXN3B
B4DDD6	DBNL
F2Z2V3	DBNL
F2Z3E3	DBNL
F8WB73	DBNL
F8WBB2	DBNL
F8WBG8	DBNL
F8WC20	DBNL
F8WCK3	DBNL
F8WFE1	DBNL
H0Y5J4	DBNL
H7C111	DBNL
Q9UJU6	DBNL CMAP SH3P7 PP5423
A0A0A0MSI8	EXOC5
F8W9B8	EXOC5
G3V377	EXOC5
G3V4Z7	EXOC5
O00471	EXOC5 SEC10 SEC10L1
O00425	IGF2BP3 IMP3 KOC1 VICKZ3
Q8TCT8	SPPL2A IMP3 PSL2 PSEC0147
Q9NV31	IMP3 C15orf12 MRPS4
F8VS12	SARNP
F8VZQ9	SARNP
P82979	SARNP HCC1 HSPC316
A0A0A8JCD0	NPC1
A0A0S2A5C8	NPC1
A0A193DRS0	NPC1
K7EIH7	NPC1
K7ENZ0	NPC1
K7EQ23	NPC1
K7ERM4	NPC1
K7ERW2	NPC1
O15118	NPC1
K7EKG2	TXNL1
K7EME7	TXNL1
K7EML9	TXNL1
K7EPB7	TXNL1
K7ER96	TXNL1
O43396	TXNL1 TRP32 TXL TXNL
V9HW51	HEL-S-114 TXNL1 hCG_23140
Q9Y3B4	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006
A0A024R8Q0	SEPT9 hCG_1986631
A0A024R8V0	SEPT9 hCG_1986631
A0A0J9YWJ2	SEPT9
A0A0S2Z5A5	SEPT9
A0A0S2Z5W9	SEPT9
K7EIE4	SEPT9
K7EIR4	SEPT9
K7EJ51	SEPT9
K7EJL9	SEPT9
K7EJV0	SEPT9
K7EJZ2	SEPT9
K7EK18	SEPT9
K7EKF9	SEPT9
K7EKN4	SEPT9
K7EL40	SEPT9
K7ELJ9	SEPT9
K7EMW8	SEPT9
K7EN52	SEPT9
K7ENL0	SEPT9
K7ENQ5	SEPT9
K7EPY1	SEPT9
K7EQ08	SEPT9
K7EQD7	SEPT9
K7ER14	SEPT9
K7ER34	SEPT9
K7ER52	SEPT9
K7ERG1	SEPT9
Q1WWK5	SEPT9
Q9UHD8	SEPT9 KIAA0991 MSF
A0A087X0W0	RAN
B4DV51	RAN
B5MDF5	RAN hCG_1744585
F5H018	RAN
H0YFC6	RAN
J3KQE5	RAN
P62826	RAN ARA24 OK/SW-cl.81
G3V1S4	FCF1 C14orf111 hCG_22352
G3V2M5	FCF1
G3V3N8	FCF1
G3V5D2	FCF1
G3V5L8	FCF1
G3V5S9	FCF1
Q66K47	FCF1
Q9Y324	FCF1 C14orf111 CGI-35
A0A087WUC8	TPGS2
A0A087WV06	TPGS2
A0A087WZ07	TPGS2
A0A087X0Q8	TPGS2
A0A087X1R7	TPGS2
K7EJA6	TPGS2
K7EK44	TPGS2
K7EKC0	TPGS2
K7ELA6	TPGS2
K7EN50	TPGS2
K7ENZ9	TPGS2
K7EP30	TPGS2
K7ERK3	TPGS2
Q68CL5	TPGS2 C18orf10 HMFN0601 L17
I3L223	LRRC59
I3L2E8	LRRC59
Q96AG4	LRRC59 PRO1855
A0A2X0U4J5	ARHGAP29
F8VWZ8	ARHGAP29
Q52LW3	ARHGAP29 PARG1
A0A0S2Z3Y5	HSD17B4
A0A0S2Z460	HSD17B4
A0A0S2Z4J1	HSD17B4 hCG_37330
A0A0S2Z4Q6	HSD17B4
A0A2R8Y674	HSD17B4
A0A2R8Y7L2	HSD17B4
A0A2R8Y7W2	HSD17B4
A0A2R8YCN2	HSD17B4
A0A2R8YD50	HSD17B4
A0A2R8YDT8	HSD17B4
A0A2R8YEG2	HSD17B4
A0A2R8YF39	HSD17B4
A0A2R8YF45	HSD17B4
E7EPL9	HSD17B4
E7ER27	HSD17B4
E7ET17	HSD17B4
E7EWE5	HSD17B4
G5E9S2	HSD17B4 hCG_37330
P51659	HSD17B4 EDH17B4 SDR8C1
E5RG19	TMEM30A
Q9NV96	TMEM30A C6orf67 CDC50A
F8WBW6	PDAP1
Q13442	PDAP1 HASPP28
A0A024R4U3	TTLL12 hCG_1988246
Q14166	TTLL12 KIAA0153
V9GY16	TTLL12
F5H437	CCND1
P24385	CCND1 BCL1 PRAD1
Q5MGB2	CCND1
Q6FI00	CCND1 hCG_2016647
B3KSC5	SLBP hCG_19671
E7EUV9	SLBP
F8W8D3	SLBP
H0YAE8	SLBP
H7C4H8	SLBP
Q14493	SLBP HBP
Q53XR2	SLBP hCG_19671
A0A087WW31	USP39
A0A087X1B2	USP39
B3KPG7	USP39 hCG_34614
B9A018	USP39
C9J0X5	USP39
C9JIU2	USP39
F8WC91	USP39
Q53GS9	USP39 CGI-21 HSPC332 PRO2855
K7ENR6	PSMG2
K7ER45	PSMG2
Q969U7	PSMG2 HCCA3 PAC2 TNFSF5IP1
V9GZ55	PSMG2
C9J1C6	RNF181
C9J391	RNF181
F8WBU5	RNF181
H7C426	RNF181
L8EAW4	RNF181
Q9P0P0	RNF181 HSPC238
P53794	SLC5A3
F5H365	SEC23A
G3V1W4	SEC23A
G3V2R6	SEC23A
G3V3G5	SEC23A
G3V4Q2	SEC23A
G3V4V1	SEC23A
G3V5K1	SEC23A
G3V5X8	SEC23A
L8ECD0	SEC23A
Q15436	SEC23A
A4D2J0	YKT6 hCG_18297 tcag7.798
B5BU81	YKT6
H7C3K7	YKT6
O15498	YKT6
Q9Y385	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205
P50395	GDI2 RABGDIB
Q5SX86	GDI2
Q5SX87	GDI2
Q5SX90	GDI2
Q5SX91	GDI2
Q6IAT1	GDI2 HEL-S-46e hCG_24071
V9GYF8	GDI2
V9GYJ7	GDI2
K7EIH8	DNAJC7
K7EJ24	DNAJC7
K7EJE9	DNAJC7
K7EJL5	DNAJC7
K7EJV7	DNAJC7
K7EK03	DNAJC7
K7ELJ8	DNAJC7
K7EN19	DNAJC7
K7ENB7	DNAJC7
K7EPP7	DNAJC7
K7EQ73	DNAJC7
K7ER44	DNAJC7
K7ESP1	DNAJC7
Q99615	DNAJC7 TPR2 TTC2
A0A024R4E5	HDLBP hCG_33048
C9J5E5	HDLBP
C9J739	HDLBP
C9JB08	HDLBP
C9JBS3	HDLBP
C9JE93	HDLBP
C9JEJ8	HDLBP
C9JES8	HDLBP
C9JHN6	HDLBP
C9JHS7	HDLBP
C9JHS9	HDLBP
C9JHZ8	HDLBP
C9JIZ1	HDLBP
C9JK79	HDLBP
C9JMQ6	HDLBP
C9JQ82	HDLBP
C9JT62	HDLBP
C9JZI8	HDLBP
H0Y394	HDLBP
H7BZC3	HDLBP
H7C0A4	HDLBP
H7C2D1	HDLBP
H7C3D0	HDLBP
L8ECQ0	HDLBP
Q00341	HDLBP HBP VGL
Q2HJC8	HDLBP
Q96CF6	HDLBP
A0A024R753	RBM28 hCG_33003
A0A0S2Z5E5	RBM28
C9JAA9	RBM28
C9JE21	RBM28
H7C5G8	RBM28
L8ECH6	RBM28
Q9NW13	RBM28
A0A2R8Y542	DYNC1H1
A0A2R8Y5T0	DYNC1H1
A0A2R8Y6H2	DYNC1H1
A0A2R8Y6I5	DYNC1H1
A0A2R8Y706	DYNC1H1
A0A2R8YFZ7	DYNC1H1
A0A2R8YGC7	DYNC1H1
H0YJ21	DYNC1H1
Q14204	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325
Q6P2H7	DYNC1H1
K7ESF3	CLIP3
Q96DZ5	CLIP3 CLIPR59
C9JQK5	COPS6
E7EM64	COPS6
H7C3T0	COPS6
Q7L5N1	COPS6 CSN6 HVIP
C9J9E8	PTK7
C9JQR6	PTK7
F8WCI7	PTK7
F8WDG7	PTK7
H0Y889	PTK7
H0Y8F1	PTK7
H7C4X3	PTK7
H7C5L0	PTK7
Q13308	PTK7 CCK4
Q86X91	PTK7 CCK4
C9JI87	VDAC1
L8ECA2	VDAC1
P21796	VDAC1 VDAC
A0A3B3IU24	HTRA1
H0Y7G9	HTRA1
Q05DJ8	HTRA1
Q92743	HTRA1 HTRA PRSS11
A0A087WWT1	SDHB
A0A087WXX8	SDHB
P21912	SDHB SDH SDH1
Q70SX8	SDHB
A0A024RD68	INSIG1 hCG_1641980
A0A2Z2EKN2	INSIG1
A4D2M9	INSIG1 hCG_1641980 tcag7.832
C9JSG8	INSIG1
F5H6P3	INSIG1
H7C5L3	INSIG1
O15503	INSIG1
A0A1D5RMS7	ZNF706
E5RHR6	ZNF706
E5RHV4	ZNF706
E5RIY7	ZNF706
H0YAP1	ZNF706
H0YC70	ZNF706
Q9Y5V0	ZNF706 HSPC038 PNAS-113
Q9NX76	CMTM6 CKLFSF6
A0A024R3R5	LBR hCG_32785
C9JES9	LBR
C9JXK0	LBR
Q14739	LBR
A8K2M0	PSMC4 hCG_43346
P43686	PSMC4 MIP224 TBP7
A0A024R0R4	SAE1 hCG_20373
B3KNJ4	SAE1 hCG_20373
M0QX65	SAE1
M0QYM8	SAE1
M0QYP2	SAE1
M0QZS6	SAE1
M0R054	SAE1
M0R286	SAE1
M0R375	SAE1
Q9UBE0	SAE1 AOS1 SUA1 UBLE1A
A0A0C4DGR2	PTOV1 hCG_2039824
B4DG17	PTOV1 hCG_2039824
M0QX53	PTOV1
M0QY25	PTOV1
M0QYH6	PTOV1
M0QYH7	PTOV1
M0QYQ4	PTOV1 hCG_2039824
M0QZB9	PTOV1
Q86YD1	PTOV1 ACID2 PP642 UNQ6127/PRO20092
J3KNR6	PTDSS1 hCG_15747
P48651	PTDSS1 KIAA0024 PSSA
Q9BSY0	PTDSS1
A0A0J9YVW3	PON2
A0A0J9YXF2	PON2 hCG_1640820
A0A0J9YXM1	PON2
A0A0J9YXU7	PON2
A0A0J9YYF0	PON2
A0A0J9YYF3	PON2
A0A0J9YYG4	PON2
A0A0J9YYJ1	PON2
A0A2Q2SAK4	PON2
G3XAK4	PON2 hCG_1640820
J3QT77	PON2
Q15165	PON2
Q6PJZ2	PON2
A0A0S2Z3I4	RCC1
A0A0S2Z404	RCC1
C9J3R0	RCC1
C9JMJ4	RCC1
C9JQZ4	RCC1
C9JRH2	RCC1
C9JW69	RCC1
M0R1Q8	RCC1
P18754	RCC1 CHC1
Q5T081	RCC1 CHC1 hCG_27809
A0A024QYR8	TM9SF2 hCG_27750
A0A2R8Y4S7	TM9SF2
Q99805	TM9SF2
F8W9G7	HAT1
F8WEW1	HAT1
O14929	HAT1 KAT1
L8E926	PSIP1
O75475	PSIP1 DFS70 LEDGF PSIP2
Q05CM9	PSIP1
Q8N4N4	PSIP1 hCG_27254
V9GYT7	PSIP1
A0A087WTW2	GOLGA4
C9J0Y3	GOLGA4
C9JHJ5	GOLGA4
E7EVX2	GOLGA4
H0Y6I0	GOLGA4
Q13439	GOLGA4
Q49A56	GOLGA4
Q86W71	GOLGA4
A0A0A0MT49	SMARCA4
A0A2R8Y440	SMARCA4
A0A2R8Y4C5	SMARCA4
A0A2R8Y4P4	SMARCA4
A0A2R8Y4R6	SMARCA4
A0A2R8Y523	SMARCA4
A0A2R8Y526	SMARCA4
A0A2R8Y583	SMARCA4
A0A2R8Y5K3	SMARCA4
A0A2R8Y6N0	SMARCA4
A0A2R8Y6V2	SMARCA4
A0A2R8Y7F3	SMARCA4
A0A2R8Y7R0	SMARCA4
A0A2R8Y7S2	SMARCA4
A0A2R8Y7Y7	SMARCA4
A0A2R8Y866	SMARCA4
A0A2R8YCY3	SMARCA4
A0A2R8YDA1	SMARCA4
A0A2R8YF38	SMARCA4
A0A2R8YF58	SMARCA4
A0A2R8YF80	SMARCA4
A0A2R8YFK5	SMARCA4
A0A2R8YFV8	SMARCA4
A0A2R8YG32	SMARCA4
A0A2R8YGG3	SMARCA4
A0A2R8YGP5	SMARCA4
A5D6X0	SMARCA4
A7E2E1	SMARCA4 hCG_29955
B9EGQ8	SMARCA4
K7EP28	SMARCA4
K7EQF0	SMARCA4
P51532	SMARCA4 BAF190A BRG1 SNF2B SNF2L4
Q9HBD4	SMARCA4 hCG_29955
A0A024R1U4	RAB5C hCG_2039680
F8VSF8	RAB5C
F8VVK3	RAB5C
F8VWU4	RAB5C
K7ENY4	RAB5C
P51148	RAB5C RABL
A0A024R566	SF1 hCG_23378
A0A024R572	SF1 hCG_23378
A0A024R588	SF1 hCG_23378
A0A024R5D9	SF1 hCG_23378
C9J792	SF1
F8WEG7	SF1
F8WEV5	SF1
H7BZT1	SF1
H7C0N4	SF1
H7C561	SF1
L0R8E5	SF1
Q13285	NR5A1 AD4BP FTZF1 SF1
Q14820	SF1 hCG_23378
Q15637	SF1 ZFM1 ZNF162
M0QX72	COLGALT1
M0QYH0	COLGALT1
Q8NBJ5	COLGALT1 GLT25D1 PSEC0241
Q9H492	MAP1LC3A
K7EJY4	GRN
K7EK92	GRN
K7EKL3	GRN
K7ELY1	GRN
K7EM89	GRN
K7EMR1	GRN
K7ENI2	GRN
K7ENN1	GRN
K7EPL0	GRN
K7EQ05	GRN
K7EQA7	GRN
K7EQI0	GRN
K7EQK6	GRN
K7ERM2	GRN
P28799	GRN
A0A024R755	CALU hCG_41656
H0Y875	CALU
O43852	CALU
Q6IAW5	CALU hCG_41656 tcag7.422
A0A0J9YVW2	TSN
A0A0J9YX41	TSN
B3KRM8	TSN hCG_37642
E9PGT1	TSN
H7C1D4	TSN
Q15631	TSN
M0R2F5	CCDC124
Q96CT7	CCDC124
J3KRC2	EIF4A1
J3KS25	EIF4A1
J3KS93	EIF4A1
J3KSP3	EIF4A1
J3KSZ0	EIF4A1
J3KT04	EIF4A1
J3KT12	EIF4A1
J3KTB5	EIF4A1
J3KTN0	EIF4A1
J3QKZ9	EIF4A1
J3QL43	EIF4A1
J3QL52	EIF4A1
J3QLN6	EIF4A1
J3QQP0	EIF4A1
J3QR64	EIF4A1
J3QRP5	EIF4A1
J3QS69	EIF4A1
P60842	EIF4A1 DDX2A EIF4A
Q9NZR9	EIF4A1
C9JBU9	CCDC58
C9JQ41	CCDC58
H7C525	CCDC58
Q4VC31	CCDC58
D6R9A6	HMGB2
P26583	HMGB2 HMG2
H6UMI1	GABARAP
I3L236	GABARAP
I3L3J4	GABARAP
O95166	GABARAP FLC3B HT004
Q6IAW1	GABARAP hCG_1987397
E9PKV2	MRPL17
Q9NRX2	MRPL17 LIP2
F8WED0	NOP58
H7BZ72	NOP58
Q9Y2X3	NOP58 NOL5 NOP5 HSPC120
A0A024R694	ACTN1 hCG_22243
A1L0V1	ACTN1
G3V2E8	ACTN1
G3V2N5	ACTN1
G3V2W4	ACTN1
G3V2X9	ACTN1
G3V380	ACTN1
G3V5M4	ACTN1
H0YJ11	ACTN1
H0YJW3	ACTN1
H7C5W8	ACTN1
H9KV75	ACTN1
P12814	ACTN1
Q5ZEZ4	ACTN1
C9J159	MARCH7
F5H6W4	MARCH7
H7BZU7	MARCH7
Q9H992	MARCH7 AXOT RNF177
C6SUN6	ATP6V0D1
F5GYQ1	ATP6V0D1
F8WEN9	ATP6V0D1
H3BPS0	ATP6V0D1
H3BQB4	ATP6V0D1
H3BQJ1	ATP6V0D1
H3BSG7	ATP6V0D1
H3BTB4	ATP6V0D1
H3BTB5	ATP6V0D1
H3BUQ0	ATP6V0D1
J3QL14	ATP6V0D1
P61421	ATP6V0D1 ATP6D VPATPD
R4GN72	ATP6V0D1
O75844	ZMPSTE24 FACE1 STE24
Q9NZZ3	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2
B7Z645	SYNCRIP hCG_401112
F6UXX1	SYNCRIP
O60506	SYNCRIP HNRPQ NSAP1
Q05CK9	SYNCRIP
A0A024QZ77	EFHD2 hCG_25379
A0A024QZ82	EFHD2 hCG_25379
H0Y4Y4	EFHD2
Q96C19	EFHD2 SWS1
A0A087X1I2	HNRNPUL1
A0A0A0MRA5	HNRNPUL1
B7Z4B8	HNRNPUL1
L0R5B4	HNRNPUL1
M0QYG9	HNRNPUL1
M0QYI8	HNRNPUL1
M0QYM5	HNRNPUL1
M0QYZ0	HNRNPUL1
M0QZV6	HNRNPUL1
M0R0K8	HNRNPUL1
M0R203	HNRNPUL1
M0R247	HNRNPUL1
M0R3F1	HNRNPUL1
Q9BUJ2	HNRNPUL1 E1BAP5 HNRPUL1
A0A024RCA7	RPLP2 hCG_1778304
H0YDD8	RPLP2
P05387	RPLP2 D11S2243E RPP2
P41134	ID1 BHLHB24 ID
A0A0G2JLC0	C1QBP
I3L3B0	C1QBP hCG_2040042
I3L3Q7	C1QBP
Q07021	C1QBP GC1QBP HABP1 SF2P32
L8EC96	NID1
P14543	NID1 NID
A0A024R410	AAMP hCG_16292
C9JEH3	AAMP hCG_16292
C9JG97	AAMP
C9JTS3	AAMP
H7C0R2	AAMP
Q13685	AAMP
P55263	ADK
D6R936	SPDL1
D6RC83	SPDL1
D6RCL1	SPDL1
D6RDK5	SPDL1
D6REZ1	SPDL1
D6RIB8	SPDL1
D6RIF7	SPDL1
H0YBG5	SPDL1
H7C5V2	SPDL1
Q96EA4	SPDL1 CCDC99
Q15126	PMVK PMKI
Q6FGV9	PMVK hCG_1739272
A0A024RAC5	RCC2 hCG_25129
A5PLK7	RCC2
Q9P258	RCC2 KIAA1470 TD60
A0A024RDG6	SCARB2 hCG_23840
A0A1W2PNX7	SCARB2
A0A1W2PPU6	SCARB2
A0A1W2PPX5	SCARB2
A0A1W2PPX6	SCARB2
A0A1W2PQB7	SCARB2
A0A1W2PQL5	SCARB2
A0A1W2PQR6	SCARB2
A0A1W2PRF6	SCARB2
A0A1W2PRS1	SCARB2
A0A1W2PS43	SCARB2
A0A1W2PS70	SCARB2
A0A1W2PSE4	SCARB2
D6RDG0	SCARB2
L0R538	SCARB2
Q14108	SCARB2 CD36L2 LIMP2 LIMPII
A0A024QZN8	HERC4 hCG_2024473
D6RCL5	HERC4
D6RFK9	HERC4
H0Y6K7	HERC4
Q5GLZ8	HERC4 KIAA1593
A0A075B6E2	RPS19
B0ZBD0	RPS19 hCG_1995572
M0QXK4	RPS19
M0QYF7	RPS19
M0R140	RPS19
M0R2L9	RPS19
P39019	RPS19
A0A087X2I4	PSMB6
I3L3X7	PSMB6
P28072	PSMB6 LMPY Y
Q6IAT9	PSMB6 hCG_32695
J3K000	PEPD
K7ES25	PEPD
P12955	PEPD PRD
V9GY89	PEPD
V9GYE4	PEPD
V9GYL0	PEPD
K7EJT5	RPL22
K7ELC4	RPL22
K7EMH1	RPL22
K7EP65	RPL22
K7ERI7	RPL22 hCG_2009685
L8E9H0	RPL22
P35268	RPL22
Q8WYP0	RPL22
Q9BYF5	RPL22
A0A0S2Z456	PRCC
A0A0S2Z470	PRCC
A0A0S2Z483	PRCC
H0Y679	PRCC
H0YE12	PRCC
Q92733	PRCC TPRC
Q96FT4	PRCC
B1AQP2	PFDN2 hCG_1995291
Q9UHV9	PFDN2 PFD2 HSPC231
I3L1P8	SLC25A11
Q02978	SLC25A11 SLC20A4
Q6IBH0	SLC25A11 hCG_32694
E9PIU8	ECHDC1
E9PJS8	ECHDC1
E9PLY6	ECHDC1
E9PPG7	ECHDC1
E9PRU6	ECHDC1
F2Z2D6	ECHDC1
H0Y525	ECHDC1
H0Y5L2	ECHDC1
H0YCS9	ECHDC1
H0YD54	ECHDC1
J3KP84	ECHDC1
Q9NTX5	ECHDC1
D6RC47	PRELID1
D6REW1	PRELID1 PX19 hCG_1771748
H0YA79	PRELID1
Q9Y255	PRELID1 PRELI CGI-106 SBBI12
H0YDT8	EMC7
H0YDX2	EMC7
Q9NPA0	EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926
F8WBJ6	PNO1
Q9NRX1	PNO1
A0A1B0GTB0	ATP6AP2
A0A1B0GTD6	ATP6AP2
A0A1B0GTU8	ATP6AP2
A0A1B0GU12	ATP6AP2
A0A1B0GUT7	ATP6AP2
A0A1B0GUV3	ATP6AP2
A0A1B0GV24	ATP6AP2
A0A1B0GV60	ATP6AP2
A0A1B0GVB9	ATP6AP2
A0A1B0GVC7	ATP6AP2
A0A1B0GVI9	ATP6AP2
A0A1B0GVW0	ATP6AP2
A0A1B0GVZ1	ATP6AP2
A0A1B0GW13	ATP6AP2
A0A1B0GWD6	ATP6AP2
A0A1B0GWJ8	ATP6AP2
A0A1C7CYW4	ATP6AP2
B7Z1I9	ATP6AP2
B7Z413	ATP6AP2
H7C240	ATP6AP2
H7C3E1	ATP6AP2
O75787	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072
D6R9M0	KIF2A
D6RD93	KIF2A
H0Y8H2	KIF2A
O00139	KIF2A KIF2 KNS2
D3DND1	CDV3 hCG_14782
D6R973	CDV3
D6R9V8	CDV3
D6RAV0	CDV3
D6RDN0	CDV3
D6RFH2	CDV3
H0Y8K3	CDV3
Q9UKY7	CDV3 H41
B7Z7F3	RANBP3
D6W641	RANBP3 hCG_21901
K7EID7	RANBP3
K7EIJ4	RANBP3
K7EJ17	RANBP3
K7EMH9	RANBP3
K7EMT3	RANBP3
K7EN31	RANBP3
K7ENB9	RANBP3
K7ENJ2	RANBP3
K7EPW1	RANBP3
K7EQB8	RANBP3
K7ERD4	RANBP3
K7ESQ0	RANBP3
O75761	ranbp3
Q9H6Z4	RANBP3
G3V3M8	YY1
H0YJU4	YY1
H0YJV7	YY1
P25490	YY1 INO80S
Q6GMV3	PTRHD1 C2orf79
Q9NR33	POLE4
A0A087WTY5	COL4A1
A0A3B3ISH5	COL4A1
A0A3B3ISV3	COL4A1
A0A3B3ISZ8	COL4A1
A0A3B3ITC8	COL4A1
A0A3B3ITG7	COL4A1
A0A3B3ITS9	COL4A1
A0A3B3IU02	COL4A1
A0A3B3IUD0	COL4A1
A5PKV2	COL4A1
P02462	COL4A1
Q14051	col4a1
F8W079	ATP5F1B
F8W0P7	ATP5F1B
H0YH81	ATP5F1B
H0YI37	ATP5F1B
P06576	ATP5F1B ATP5B ATPMB ATPSB
C9JLV5	COPS3
H7C3P9	COPS3
J3KTQ1	COPS3
J3QKR0	COPS3
J3QL22	COPS3
J3QS85	COPS3
K7EJF9	COPS3
K7ELN6	COPS3
K7ES36	COPS3
Q9UNS2	COPS3 CSN3
H0YKD8	RPL28
H0YLP6	RPL28
H0YMF4	RPL28
P46779	RPL28
A0A024R809	SULF1 hCG_18956
A0A087WWR8	SULF1
E9PI06	SULF1
E9PJL8	SULF1
E9PLS5	SULF1
E9PPQ3	SULF1
E9PS14	SULF1
H0YDR1	SULF1
Q6NUJ9	SULF1
Q8IWU6	SULF1 KIAA1077
Q96E28	SULF1
E9PNR6	ARHGAP1
H0YE29	ARHGAP1
Q07960	ARHGAP1 CDC42GAP RHOGAP1
D6R9P3	HNRNPAB
D6RBZ0	HNRNPAB
D6RD18	HNRNPAB
Q99729	HNRNPAB ABBP1 HNRPAB
C9JJG2	POLR1B
C9JS83	POLR1B
F8WAK7	POLR1B
F8WBB9	POLR1B
F8WCS3	POLR1B
F8WDS4	POLR1B
H7C0D9	POLR1B
Q4QRK8	POLR1B
Q6DKI9	POLR1B
Q9BSR4	POLR1B
Q9H9Y6	POLR1B
A0A0A0MS41	SFXN3
A0A1P0AYU5	SFXN3
Q9BWM7	SFXN3
S4R3N9	SFXN3
A0A024R1X8	JUP hCG_1771506
A0A0S2Z487	JUP
A0A0S2Z495	JUP
C9J826	JUP
C9JK18	JUP
C9JKY1	JUP
C9JPI2	JUP
C9JTX4	JUP
K7ERP3	JUP
L8EAA6	JUP
P14923	JUP CTNNG DP3
A0PJB2	CDT1
H3BSY1	CDT1
Q9H211	CDT1
D2JYH4	ACTA2 hCG_22984
F6QUT6	ACTA2
F6UVQ4	ACTA2
P62736	ACTA2 ACTSA ACTVS GIG46
Q13707	ACTA2
A0A024R895	SET hCG_40357
